post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47762864,Backblaze has stopped backing up your data,technology,93,39,rrreese,2026-04-14 15:43:21,0.4148936170212766,False
47760529,DaVinci Resolve – Photo,technology,572,146,thebiblelover7,2026-04-14 15:43:22,0.2547993019197208,True
47755629,Someone bought 30 WordPress plugins and planted a backdoor in all of them,technology,953,267,speckx,2026-04-14 15:43:23,0.279874213836478,True
47762641,Introspective Diffusion Language Models,technology,40,10,zagwdt,2026-04-14 15:43:24,0.24390243902439024,False
47762901,An AI Vibe Coding Horror Story,technology,119,89,teichmann,2026-04-14 15:43:25,0.7416666666666667,False
47757495,GitHub Stacked PRs,technology,715,377,ezekg,2026-04-14 15:43:25,0.526536312849162,True
47761997,Distributed DuckDB Instance,technology,56,10,citguru,2026-04-14 15:43:26,0.17543859649122806,False
47759709,Lean proved this program correct; then I found a bug,technology,252,127,bumbledraven,2026-04-14 15:43:27,0.5019762845849802,True
47759341,WiiFin – Jellyfin Client for Nintendo Wii,technology,160,71,throwawayk7h,2026-04-14 15:43:28,0.4409937888198758,True
47762060,The secrets of the Shinkansen,technology,80,67,WillDaSilva,2026-04-14 15:43:29,0.8271604938271605,False
47711148,A soft robot has no problem moving with no motor and no gears,technology,33,4,hhs,2026-04-14 15:43:29,0.11764705882352941,False
47761723,MOS tech 6502 8-bit microprocessor in pure SQL powered by Postgres,technology,22,2,adunk,2026-04-14 15:43:30,0.08695652173913043,False
47761625,Multi-Agentic Software Development Is a Distributed Systems Problem,technology,37,10,tie-in,2026-04-14 15:43:31,0.2631578947368421,False
47718284,Design and implementation of DuckDB internals,technology,122,8,mpweiher,2026-04-14 15:43:32,0.06504065040650407,False
47753472,Nothing Ever Happens: Polymarket bot that always buys No on non-sports markets,technology,420,235,m-hodges,2026-04-14 15:43:32,0.5581947743467933,True
47722629,Franklin's bad ads for Apple ][ clones and the beloved impersonator they depict,technology,5,0,rfarley04,2026-04-14 15:43:33,0.0,False
47708457,Rust Threads on the GPU,technology,75,21,PaulHoule,2026-04-14 15:43:34,0.27631578947368424,False
47751781,US appeals court declares 158-year-old home distilling ban unconstitutional,technology,386,257,t-3,2026-04-14 15:43:35,0.6640826873385013,True
